Rank	Organism	Nucleotides	Entries
5340	Hanseniaspora uvarum	35470729	1379
5341	Serendipita vermifera MAFF 305830	35468269	2457
5342	Gryllotalpa sp. AD-2013	35454593	45725
5343	Pseudomonas mandelii JR-1	35443514	387
5344	Aspergillus oryzae RIB326	35426415	200
5345	Acidithiobacillus thiooxidans	35423891	3329
5346	Aspergillus neoniger CBS 115656	35398163	243
5347	Ambrosiozyma philentoma	35391080	782
5348	Fusarium subtropicale	35388225	1090
5349	Paraburkholderia caballeronis	35381712	202
5350	Fonsecaea monophora	35381200	566
5351	Fusarium longipes	35374681	607
5352	Heriades truncorum	35373433	23376
5353	Populus tremula x Populus tremuloides	35371811	77159
5354	Aularches miliaris	35358650	77473
5355	Ochrobactrum anthropi	35345243	10078
5356	Volvariella volvacea WC 439	35343896	1523
5357	Fusarium praegraminearum	35336766	495
5358	Tryonicus parvus	35324587	47668
5359	Zorotypus caudelli	35319496	54335
5360	Otitesella tsamvi	35315859	34424
5361	Streptomyces venezuelae	35315160	232
5362	Nocticola sp. AD-2015	35311011	54628
5363	Nemophora degeerella	35310340	37440
5364	Alternaria brassicicola	35303265	4797
5365	Periglandula ipomoeae IasaF13	35301553	864
5366	Triatoma infestans	35286057	48973
5367	Dinetus pictus	35277731	20220
5368	Barnettozyma californica	35274153	731
5369	Hydnomerulius pinastri MD-312	35273828	2315
5370	Rhizopogon vinicolor AM-OR11-026	35272728	3271
5371	Verticillium tricorpus	35271952	224
5372	Aspergillus piperis CBS 112811	35269699	122
5373	Flammulina velutipes KACC42780	35267989	513
5374	Valsa mali var. pyri	35252540	2992
5375	Poterioochromonas sp. DS	35239122	39538
5376	Metschnikowia reukaufii	35216957	391
5377	Epicoccum nigrum	35214634	1780
5378	Porcine reproductive and respiratory syndrome virus	35205504	28515
5379	Microstomoeca roanoka	35200844	34005
5380	Aspergillus aculeatus ATCC 16872	35185997	852
5381	Ceratopteris thalictroides	35184140	60978
5382	Hirsutella thompsonii MTCC6686	35174903	1003
5383	Enterobacter cloacae complex sp.	35173080	443
5384	Pholiota microspora	35156111	7594
5385	Crataegus pinnatifida	35147152	51624
5386	Diplodia corticola	35140989	503
5387	Aspergillus tubingensis CBS 134.48	35139854	87
5388	Tsukamurella tyrosinosolvens	35085700	587
5389	Pseudomonas syringae pv. cerasicola	35084184	2077
5390	Neurospora sublineolata FGSC 5508	35081641	22228
5391	Ulmus minor	35073415	18103
5392	Metschnikowia similis	35055042	3029
5393	Colletes cunicularius	35044389	32963
5394	Leucospis dorsigera	35039023	33664
5395	Bacteroides cellulosilyticus	35029127	296
5396	Enterococcus gallinarum	35025890	784
5397	Grylloblatta bifratrilecta	35023216	46967
5398	Cephalonomia tarsalis	35011330	29077
5399	Rhacophorus omeimontis	34999467	55854
5400	Acanthogammarus godlewskii	34984342	57221
5401	Dickeya fangzhongdai	34980246	429
5402	[Clostridium] clostridioforme	34972989	868
5403	Trypanosoma cruzi strain Esmeraldo	34967951	20187
5404	Diplodia scrobiculata	34959773	3832
5405	Pteromalus puparum	34949558	39504
5406	Melampsora larici-populina	34944053	54695
5407	Cercospora cf. sigesbeckiae	34943436	1953
5408	Colpa sexmaculata	34942531	26457
5409	Penicillium sp. CF05	34938837	2289
5410	Erysipelatoclostridium ramosum	34916855	871
5411	Rhizaria sp. SCN 62-66	34916453	714
5412	Nakataea oryzae	34909268	1175
5413	Metschnikowia mauinuiana	34885604	1779
5414	Sistotremastrum niveocremeum HHB9708	34876659	698
5415	Penicillium biforme FM169	34870437	692
5416	Sargassum horneri	34868395	38820
5417	Aspergillus niger ATCC 1015	34853895	26
5418	Hespenedra chilensis	34845676	42794
5419	Cryptococcus gattii VGII R265	34842083	259
5420	Trionymus caricis	34841673	28245
5421	Beauveria pseudobassiana	34836323	842
5422	Ostreococcus lucimarinus CCE9901	34832874	17633
5423	Desulfuromonas sp.	34830227	2240
5424	Craterolophus convolvulus	34826169	65887
5425	Acrostichum aureum	34818961	47586
5426	Curvularia lunata CX-3	34814287	2878
5427	Chaetomium cochliodes	34809789	6116
5428	Alydus pilosus	34803354	45835
5429	Brunneria borealis	34797164	49757
5430	Systropha curvicornis	34795473	34933
5431	Aspergillus eucalypticola CBS 122712	34792412	131
5432	Talaromyces islandicus	34784390	246
5433	Penicillium paxilli ATCC 26601	34780963	635
5434	Fonsecaea erecta	34758196	74
5435	Dacnusa sibirica	34753756	33786
5436	Fragosphaeria purpurea	34753665	29
5437	Epichloe festucae E2368	34743800	1615
5438	Corimelaena lateralis	34743013	43650
5439	Paecilomyces hepiali	34722329	151
5440	Sporothrix insectorum RCEF 264	34722120	78
5441	Punctaria latifolia	34721703	48156
5442	Polytolypa hystricis UAMH7299	34692036	641
5443	Stizoides tridentatus	34689844	27725
5444	Umbilicaria muehlenbergii	34689344	404
5445	Epichloe aotearoae	34677470	2137
5446	Magnaporthiopsis poae ATCC 64411	34673006	3120
5447	Phlebia centrifuga	34669008	1411
5448	Monosapyga clavicornis	34651736	21892
5449	Chalybion californicum	34644483	22148
5450	Fonsecaea pedrosoi CBS 271.37	34632884	98
5451	Chlamydia pneumoniae	34609684	8437
5452	Aspergillus niger SH-2	34602770	385
5453	Rhizoctonia solani AG-8 WAC10335	34591152	7606
5454	Hirsutella thompsonii MTCC3556	34557431	621
5455	Helminthosporium solani B-AC-16A	34531622	5686
5456	Cordyceps cicadae BA-001	34522046	2394
5457	Hyphodiscus sp. D1413	34520837	1074
5458	Rhodochorton purpureum	34518544	53585
5459	Parides eurimedes	34508646	30641
5460	Mylnosiga fluctuans	34504083	27201
5461	Salmonella enterica subsp. enterica serovar Copenhagen	34499402	721
5462	Verticillium nonalfalfae	34492395	864
5463	Leuctra sp. AD-2013	34490234	27639
5464	Trypanosoma cruzi marinkellei	34485625	23535
5465	Acinetobacter junii	34485438	1942
5466	Exophiala lecanii-corni	34481881	83
5467	Myrionecta rubra	34463653	65931
5468	Lysinibacillus fusiformis	34457828	1298
5469	Ochroconis constricta UM 578	34434357	544
5470	Lipara lucens	34432740	33383
5471	Gloeophyllum trabeum ATCC 11539	34429137	1454
5472	Choanoeca perplexa	34410939	21774
5473	Podospora comata	34399311	20
5474	Pyrus pyrifolia	34395175	27915
5475	Gyalolechia flavorubescens KoLRI002931	34387879	189
5476	Cordyceps cicadae	34372945	745
5477	Populus trichocarpa x Populus deltoides	34362797	55956
5478	Rhodochorton sp. 1SJuan	34362322	44174
5479	Chaetomium globosum CBS 148.51	34355972	1249
5480	Aspergillus sydowii CBS 593.65	34349148	1181
5481	Neolentinus lepideus HHB14362 ss-1	34346619	1215
5482	Pleurotus ostreatus PC15	34342639	13
5483	Talaromyces amestolkiae	34324523	1093
5484	Aspergillus luchuensis	34321353	207
5485	Streptomyces griseofuscus	34314921	483
5486	Graphilbum fragrans	34309619	146
5487	Tanzaniophasma sp. AD-2013	34306106	36607
5488	Pseudomonas nitroreducens	34301687	1513
5489	Salpingoeca macrocollata	34298424	37455
5490	Alternaria consortialis	34293760	108
5491	Cerceris arenaria	34276043	24756
5492	Pseudomonas mosselii	34270685	513
5493	Pythium aphanidermatum DAOM BR444	34264356	5788
5494	Actinomucor elegans	34264184	292
5495	Salpingoeca kvevrii	34233090	21188
5496	Salmonella enterica subsp. enterica serovar Corvallis	34228819	442
5497	Sargassum vachellianum	34219173	36454
5498	Epichloe typhina E5819	34185785	2556
5499	Ascocoryne sarcoides NRRL 50072	34170264	219
5500	Scheffersomyces shehatae	34160117	446
5501	Viola orientalis	34145806	54563
5502	Cunninghamia lanceolata	34139899	62421
5503	Planococcus citri	34138625	37526
5504	Boreus hyemalis	34136351	38248
5505	Mucor circinelloides f. circinelloides 1006PhL	34134616	1459
5506	Trichothecium sympodiale	34131081	1162
5507	Gongronella sp. w5	34123833	1620
5508	Aspergillus carbonarius ITEM 5010	34122153	1231
5509	Crithidia expoeki	34119472	283
5510	Dictyostelium discoideum AX4	34112353	260
5511	Stachybotrys chlorohalonata IBT 40285	34108305	5591
5512	Sarocladium strictum	34098427	401
5513	Pseudogymnoascus sp. VKM F-4520 (FW-2644)	34096352	4294
5514	Chelostoma florisomne	34088680	21815
5515	Salmonella enterica subsp. enterica serovar Alachua	34069332	389
5516	Vibrio hyugaensis	34040757	757
5517	Thanasimus formicarius	34034760	36490
5518	Esteya vermicola	34034154	49
5519	Corethrella calathicola	34031122	26273
5520	Aspergillus homomorphus CBS 101889	34020472	247
5521	Proliferodiscus dingleyae	34013642	71
5522	Penicillium camemberti FM 013	34008276	936
5523	uncultured Selenomonadales bacterium	34003336	2127
5524	Halanaerobium congolense	33993111	828
5525	rhizosphere metagenome	33990718	134294
5526	Anurida maritima	33974083	26461
5527	Therea bernhardti	33970109	59474
5528	Cercospora canescens BHU	33967224	8239
5529	Obba rivulosa	33966556	851
5530	Trichocera saltator	33962090	46623
5531	Leptospira weilii	33955570	2558
5532	Aurelia sp. SETO	33937964	48930
5533	Crithidia acanthocephali	33931951	5307
5534	Dehalococcoides mccartyi	33910990	1241
5535	Tenthredo koehleri	33896660	24974
5536	Nothophaeocryptopus gaeumannii CBS 267.37	33895061	1331
5537	Cercospora berteroae	33892839	1801
5538	Alternaria arborescens EGS 39-128	33889384	820
5539	Ganoderma lucidum	33889100	49721
5540	Mucor irregularis B50	33880427	1059
5541	Cricotopus draysoni	33856835	38135
5542	Sistotremastrum suecicum HHB10207 ss-3	33846290	1072
5543	Vibrio tasmaniensis	33839764	1248
5544	Rhizomucor sp. MT2 MMC-2018	33839364	529
5545	Parastagonospora nodorum Sn79	33823414	4272
5546	Fonsecaea nubica	33820724	312
5547	Aspergillus sp. Z5	33810366	956
5548	Lignosus rhinocerotis TM02	33806433	2317
5549	Achromobacter denitrificans	33798520	578
5550	Emmonsia crescens	33793297	1341
5551	Passaloecus eremita	33774805	25065
5552	Mycosphaerelloides madeirae	33768506	914
5553	Penicillium arizonense	33731919	401
5554	Microbotryum silenes-dioicae	33718040	402
5555	Pascua guehoae	33713553	63
5556	Alternaria gaisen	33703517	272
5557	Devaleraea mollis	33697621	55197
5558	Saccharomycopsis malanga	33692597	79
5559	Nannochloropsis limnetica	33682236	23805
5560	Curvularia geniculata	33681186	965
5561	Penicillium sclerotiorum	33672811	905
5562	Chromobacterium subtsugae	33658764	1195
5563	Heterobasidion irregulare TC 32-1	33649644	18
5564	Saccharomyces pastorianus CBS 1503	33646191	1437
5565	Septifer virgatus	33642055	49533
5566	Phialophora cf. hyalina BP 5553	33639795	32
5567	Penicillium freii	33628937	2027
5568	Pleurotus tuber-regium	33627303	1379
5569	Epicoccum sorghinum	33602046	725
5570	Beauveria bassiana ARSEF 2860	33598594	1229
5571	Lactobacillus plantarum subsp. plantarum	33590999	880
5572	Burkholderia lata	33590412	757
5573	Phytopythium vexans DAOM BR484	33582665	11626
5574	Pyrenophora teres f. teres 0-1	33578616	6684
5575	Synergus umbraculus	33566055	39339
5576	Eurylophella sp. AD-2013	33561307	36372
5577	Lichtheimia corymbifera JMRC:FSU:9682	33531723	209
5578	Cercospora nicotianae	33517709	1159
5579	Arthonia radiata	33510529	27
5580	Neocaridina denticulata	33508730	45327
5581	Fistulina hepatica ATCC 64428	33507160	914
5582	Candidatus Woesearchaeota archaeon	33506546	3529
5583	Basipetospora chlamydospora	33494455	21
5584	Eucommia ulmoides	33494435	58709
5585	Ancistrocerus nigricornis	33490716	28661
5586	Bacteroides eggerthii	33489719	423
5587	Cordyceps fumosorosea ARSEF 2679	33485962	430
5588	Trichoderma citrinoviride	33468649	1267
5589	Spirochaetales bacterium	33460516	2820
5590	Zymoseptoria pseudotritici STIR04_3.11.1	33456794	2408
5591	Davidsoniella virescens	33454622	599
5592	Marinovum sp.	33443073	1794
5593	Rhodothamniella floridula	33441150	41101
5594	Microplitis mediator	33432604	19083
5595	Fonsecaea multimorphosa CBS 102226	33428689	133
5596	Aspergillus ibericus CBS 121593	33425899	201
5597	Curvularia papendorfii	33406358	417
5598	Human papillomavirus type 16	33405530	9500
5599	Thalassospira sp.	33404265	761
5600	Fonsecaea multimorphosa	33402114	183
5601	Staphylococcus pasteuri	33397053	2294
5602	Phyllosticta capitalensis	33385165	2931
5603	Delftia tsuruhatensis	33378416	1163
5604	Penicillium sp. MA 6036	33375507	1208
5605	Plicaturopsis crispa FD-325 SS-3	33357882	1232
5606	Ensifer aridi	33352395	788
5607	Leuconostoc mesenteroides	33351078	4101
5608	Ecdyonurus insignis	33346486	41657
5609	Coelioxys conoidea	33339925	31700
5610	Moraxella osloensis	33334945	545
5611	Streptococcus oralis subsp. oralis	33334427	282
5612	Rhinogobius flumineus	33332085	57849
5613	Coprinopsis strossmayeri	33330243	642
5614	Dyseriocrania griseocapitella	33328531	64711
5615	Ibalia leucospoides ensiger	33311481	29916
5616	Sapyga quinquepunctata	33303934	22106
5617	Rhizopogon villosulus	33276349	17984
5618	Choristoneura fumiferana	33268123	69250
5619	Aspergillus spinulosporus	33262733	5581
5620	Mycosphaerella arachidis	33253487	512
5621	Melampsora pinitorqua Mpini7	33250780	15326
5622	Aphelinus abdominalis	33220281	39976
5623	Agropyron cristatum	33217564	73914
5624	Pseudogymnoascus sp. 03VT05	33213808	1648
5625	Bipolaris sorokiniana ND90Pr	33212636	503
5626	Sporothrix brasiliensis 5110	33205847	13
5627	Cyrpoptus belfragei	33203906	44870
5628	Crematogaster osakensis	33201109	53538
5629	Zymoseptoria ardabiliae STIR04_3.13.1	33190438	1045
5630	Pseudomonas jessenii	33177349	1537
5631	Ischnoptera deropeltiformis	33177214	41874
5632	Macropisthodon rudis	33170845	56974
5633	Popa spurca	33164463	59873
5634	Plasmodium gonderi	33158605	782
5635	Oxyacanthus curtus	33158088	54576
5636	Metschnikowia dekortorum	33134716	1449
5637	Geobacillus stearothermophilus	33132583	4006
5638	Amanita thiersii Skay4041	33130127	2164
5639	Aspergillus versicolor CBS 583.65	33121003	129
5640	Candidatus Melainabacteria bacterium	33108188	814
5641	Streptomyces mirabilis	33105043	430
5642	Mortonagrion selenion	33090880	34826
5643	Archangium gephyra	33080408	357
5644	Chlorociboria aeruginascens	33079376	616
5645	Tropidacris collaris	33077540	49359
5646	Puniceicoccaceae bacterium	33073829	3090
5647	Punctularia strigosozonata HHB-11173 SS5	33070072	854
5648	Lygaeus equestris	33068650	56409
5649	Salmonella enterica subsp. enterica serovar Baildon	33053250	469
5650	Streptomyces clavuligerus ATCC 27064	33051797	1005
5651	Pimpla flavicoxis	33051501	28182
5652	Penicillium nalgiovense	33049451	2031
5653	Centaurea maculosa	33037554	45096
5654	Mucor irregularis B7584	33037545	967
5655	Penicillium expansum T01	33032596	527
5656	Nypa fruticans	33030074	45452
5657	Curvularia sp. IFB-Z10	33010211	136
5658	Bacillus thuringiensis serovar kurstaki	33000813	1639
5659	Enterococcus durans	32996536	2593
5660	Symbiodinium sp. B2	32986470	87199
5661	Gelastocoris oculatus	32979568	43531
5662	Mantis religiosa	32979074	46115
5663	Rana clamitans	32978195	50494
5664	Tachysphex fulvitarsis	32963216	17342
5665	Aspergillus sclerotiorum	32961630	5351
5666	Cladonia uncialis	32958844	2135
5667	Aspergillus sp. MA 6037	32952336	2180
5668	Streptomyces griseus	32950447	2339
5669	Symmorphus murarius	32945410	30289
5670	Penicillium flavigenum	32945069	332
5671	Heterostelium album PN500	32940433	63
5672	Metschnikowia aff. pulcherrima	32921624	7599
5673	Salmonella enterica subsp. enterica serovar Chester	32920285	1290
5674	Leishmania major strain Friedlin	32908310	70
5675	Thiotrichales bacterium	32900184	3830
5676	Cladosporium phlei	32882422	4983
5677	Pseudogymnoascus sp. VKM F-4517 (FW-2822)	32880410	5738
5678	Halictus quadricinctus	32880204	24102
5679	Pseudogymnoascus sp. 23342-1-I1	32871863	1357
5680	Rhodinia newara	32861517	49727
5681	Ceratocombus sp. AD-2014	32858075	40866
5682	Zymoseptoria ardabiliae STIR04_3.3.2	32856836	1175
5683	Achromobacter insolitus	32850680	158
5684	Calocera cornea HHB12733	32836652	1032
5685	Brucella melitensis bv. 3	32829989	325
5686	Cordyceps confragosa	32821332	5131
5687	Bipolaris victoriae FI3	32820081	714
5688	Sargassum henslowianum	32818442	37239
5689	Zymoseptoria pseudotritici STIR04_5.3	32796701	1146
5690	Katamenes arbustorum	32783544	26864
5691	Stramenopiles sp. TOSAG23-2	32777773	9502
5692	Albugo laibachii Nc14	32766811	3827
5693	Podonomus sp. Cul2	32758834	36763
5694	Camptopoeum sacrum	32757317	23988
5695	Diaeretus essigellae	32754895	50051
5696	Sceliphron curvatum	32744575	22942
5697	Capnocytophaga canimorsus	32743510	1483
5698	Lithurgus chrysurus	32740598	24321
5699	Malassezia restricta	32732046	8581
5700	Endoconidiophora laricicola	32730736	965
5701	Heterochelus sp. AD-2015	32730428	50435
5702	Verticillium alfalfae	32711551	113
5703	Buathra laborator	32705300	27038
5704	Delta sp. AD-2014	32701875	31638
5705	Sinaspidytes wrasei	32682237	37379
5706	Kiefferophyes invenustulus	32671099	36325
5707	Micromalthus debilis	32662575	28955
5708	Escherichia coli O119:H6	32653377	11253
5709	Metschnikowia arizonensis	32645244	2047
5710	Trichoderma koningii	32640207	508
5711	Batrachochytrium salamandrivorans	32639537	5362
5712	Avicennia officinalis	32637929	39186
5713	Paracoccidioides lutzii Pb01	32625382	673
5714	Mugilogobius chulae	32625359	26876
5715	Leptospira noguchii	32623859	2732
5716	Trabulsiella odontotermitis	32610152	587
5717	Brachybacterium alimentarium	32605114	611
5718	Phodopus campbelli	32599198	13101
5719	Phycomyces blakesleeanus	32588609	48001
5720	Endoconidiophora polonica	32579593	1112
5721	Pseudogymnoascus sp. VKM F-4519 (FW-2642)	32578210	3348
5722	Cuscuta reflexa	32573639	41893
5723	Escherichia coli O157	32568424	2057
5724	Acinetobacter radioresistens	32566846	1190
5725	Helicobacter pullorum	32548797	2057
5726	Themira biloba	32526531	23291
5727	Beauveria brongniartii RCEF 3172	32515992	241
5728	Dryops sp. AD-2015	32506637	30332
5729	Ophiostoma piceae UAMH 11346	32504266	381
5730	Trichoderma reesei RUT C-30	32500589	680
5731	Zymoseptoria pseudotritici STIR04_5.9.1	32496248	1150
5732	SAR116 cluster bacterium	32494562	1563
5733	Thalassiosira rotula	32493831	21032
5734	Leishmania braziliensis MHOM/BR/75/M2903	32474154	3934
5735	Trueperella pyogenes	32444743	944
5736	Aspergillus novofumigatus IBT 16806	32440129	62
5737	Caloboletus calopus	32440119	4326
5738	Ogataea methanolica	32439476	13977
5739	Rhinocladiella mackenziei CBS 650.93	32433268	130
5740	Aliivibrio wodanis	32417377	563
5741	Emergomyces pasteurianus Ep9510	32410993	1643
5742	Caulochytrium protostelioides	32409620	5650
5743	Aspergillus udagawae	32377304	1342
5744	Sporothrix schenckii 1099-18	32375103	16
5745	Brachymeria minuta	32367015	35290
5746	Uroleptopsis citrina	32363268	42428
5747	Mythimna separata	32360097	46400
5748	Pasteurella multocida subsp. septica	32349943	345
5749	Silene macrodonta	32349000	63446
5750	Trametes coccinea BRFM310	32345992	492
5751	Epichloe elymi E56	32335089	6988
5752	Acanthocasuarina muellerianae	32316342	42879
5753	Bipolaris maydis ATCC 48331	32316303	1032
5754	Human alphaherpesvirus 3	32304972	1136
5755	Cordyceps sp. RAO-2017	32302071	3398
5756	Spumella sp. AR4D6	32299833	38430
5757	Lepomis macrochirus	32288583	54768
5758	Thalassiosira pseudonana CCMP1335	32287128	128
5759	Boechera holboellii	32272282	36475
5760	Acinetobacter seifertii	32263919	1877
5761	Batrachomatus nannup	32261614	43526
5762	Flavonifractor plautii	32259119	1609
5763	Phaius tancarvilleae	32256144	45739
5764	Streptococcus sanguinis	32255517	3925
5765	Phakopsora pachyrhizi	32238853	37729
5766	Lachaisea equicollis	32228391	42568
5767	Penicillium rubens Wisconsin 54-1255	32223735	49
5768	Pyrenophora seminiperda CCB06	32216921	660
5769	Cordyceps militaris CM01	32212078	597
5770	Ephedra trifurca	32208286	39360
5771	Penicillium chrysogenum NCPC10086	32204491	327
5772	Salmonella enterica subsp. enterica serovar Kiambu	32198827	1844
5773	Penicillium steckii	32192157	236
5774	Sporothrix schenckii ATCC 58251	32188092	125
5775	Shiraia sp. slf14	32185577	304
5776	Streptomyces diastatochromogenes	32182376	2550
5777	Phyllosticta citricarpa	32176775	7482
5778	Quercus petraea	32168078	58455
5779	Pseudogymnoascus sp. 05NY08	32164239	1039
5780	Sarcodon sp. MG97	32162182	3288
5781	Podalonia hirsuta	32148910	21127
5782	Ploettnerulaceae sp. D365	32146331	485
5783	Basidioascus undulatus	32144443	3012
5784	Trichothecium ovalisporum	32132259	1638
5785	Leishmania infantum JPCM5	32122061	76
5786	Oxysternon conspicillatum	32120698	27578
5787	Trichoderma parareesei	32115896	962
5788	Bipolaris oryzae	32112876	2239
5789	Psilotrema simillimum	32112554	20151
5790	Ammobates syriacus	32110512	22137
5791	Sphaerulina populicola P02.02b	32109499	2873
5792	Leishmania mexicana MHOM/GT/2001/U1103	32108741	588
5793	Leptosphaeria biglobosa 'thlaspii' group	32105549	245
5794	Penicillium sp. MA 6040	32104534	962
5795	Zymoseptoria pseudotritici STIR04_4.3.1	32097292	1069
5796	Claviceps purpurea 20.1	32091443	191
5797	Amoeba sp. BB2	32080352	45059
5798	Netelia sp. AD-2014	32078721	26358
5799	Penicillium sp. SPG-F1	32063379	457
5800	Metschnikowia kamakouana	32041303	2064
5801	Albugo laibachii Alem1	32039523	3544
5802	Helicocarpus griseus UAMH5409	32035056	546
5803	Endotrypanum monterogeii	32016197	3529
5804	enrichment culture	32015851	1850
5805	Metarhizium rileyi RCEF 4871	32013981	389
5806	Plasmodium falciparum 303.1	32008239	3293
5807	Phyllosticta citricarpa CGMCC3.14348	32007210	6716
5808	Pseudogymnoascus sp. VKM F-4515 (FW-2607)	32006932	2437
5809	Chalcocoris rutilans	32002254	37973
5810	Diestrammena asynamora	31988624	40397
5811	Pelecinus polyturator	31977770	37809
5812	Agamemnon cornutus	31976777	57880
5813	Pseudomonas syringae pv. pisi	31975523	3047
5814	Rotaria socialis	31975523	39898
5815	Belostoma flumineum	31973411	34447
5816	Leucoagaricus gongylophorus	31972738	23888
5817	Garjajewia dershawini	31958114	47196
5818	Xyela alpigena	31950447	32714
5819	Palaephatus nielseni	31941016	80203
5820	Daedalea quercina L-15889	31939579	1025
5821	Acinetobacter ursingii	31932089	776
5822	Leishmania major strain LV39c5	31923375	1667
5823	Yponomeuta evonymellus	31922644	38884
5824	Pandorites podoceroides	31908756	45003
5825	Penicillium nalgiovense FM193	31907328	974
5826	Aspergillus parasiticus	31900938	3978
5827	Badonnelia titei	31881320	33587
5828	Neisseria subflava	31877105	695
5829	Rhizobium leguminosarum bv. viciae	31864689	2083
5830	Ceratocystis manginecans	31863698	1236
5831	Halieaceae bacterium	31853004	1943
5832	Spilomena beata	31851188	24112
5833	Sargassum integerrimum	31830169	38892
5834	Ptilocerembia catherinae	31825587	46847
5835	Franklinothrips vespiformis	31809940	32690
5836	Lactobacillus curvatus	31800278	890
5837	Nabicula subcoleoptrata	31796095	32704
5838	Zymoseptoria tritici STIR04 A48b	31794146	940
5839	Mucor ambiguus	31791609	8425
5840	Plasmodium cynomolgi	31786043	502
5841	Chrysis viridula	31783870	25089
5842	Eurycotis floridana	31782036	51900
5843	Thermoascus crustaceus	31780594	201
5844	Aspergillus fischeri NRRL 181	31779451	541
5845	Sanghuangporus baumii	31779153	409
5846	Ophiostoma novo-ulmi subsp. novo-ulmi H327	31771838	161
5847	Philotrypesis parca	31771081	24491
5848	Epiophlebia superstes	31757608	30498
5849	Cunninghamella elegans B9769	31743477	1380
5850	Lagria hirta	31734103	40402
5851	Trichoderma longibrachiatum SMF2	31733915	316
5852	Actias selene	31727607	46270
5853	Phialophora americana	31727530	299
5854	Babesia bovis	31725931	24606
5855	Conidiobolus coronatus NRRL 28638	31710767	8113
5856	Inostemma sp. AD-2014	31698123	36341
5857	Masaris aegyptiacus aegyptiacus	31681641	22478
5858	Dengue virus 1	31663072	9229
5859	Trypoxylon figulus	31660958	19202
5860	Apiotrichum veenhuisii	31634087	57
5861	Meroplius fasciculatus	31629091	32152
5862	Zymoseptoria pseudotritici STIR04_2.2.1	31623993	978
5863	Archimicrodon brachycerus	31623146	38438
5864	Xanthomonas citri pv. malvacearum	31614985	349
5865	[no name:418867]	31607963	13
5866	Prosopis alba	31589772	54682
5867	Pseudoalteromonas sp.	31588692	5199
5868	Sphingomonadaceae bacterium	31578417	1668
5869	Escovopsis sp. Ae720	31556317	234
5870	Penicillium expansum NRRL 62431	31548629	4776
5871	Cylindrobasidium torrendii FP15055 ss-10	31547031	1222
5872	Pseudomonas mediterranea	31539223	510
5873	Leptosphaeria maculans 'lepidii' group	31535033	127
5874	Plasmodium falciparum 58.1	31530061	2448
5875	Plasmodium falciparum 326.1	31525600	3454
5876	Mycolicibacterium mucogenicum	31523154	1928
5877	Spirostomum semivirescens	31522863	23935
5878	Nannochloropsis oceanica strain IMET1	31517711	304
5879	Pacifastacus leniusculus	31498239	77816
5880	Pandion haliaetus	31494680	22711
5881	Penicillium antarcticum	31488690	765
5882	Penicillium sp. HKF2	31485534	95
5883	Verruconis gallopava	31484344	770
5884	Leuconostoc mesenteroides subsp. cremoris	31482070	2187
5885	Cephus spinipes	31477686	22435
5886	Preussia sp. BSL10	31476171	435
5887	Elampus spina	31466593	28150
5888	Rattus sp.	31453310	64514
5889	Pseudacris regilla	31429407	48451
5890	Eucharis adscendens	31426560	22149
5891	Pseudogymnoascus sp. BL308	31424652	3131
5892	Desulfonatronospira sp.	31424055	4621
5893	Agrocybe salicacicola	31422276	20871
5894	Fusobacterium periodonticum	31415674	205
5895	Lecanicillium sp. LEC01	31407988	794
5896	Orussus unicolor	31405577	21477
5897	Leptomastix dactylopii	31395145	35468
5898	Mirounga leonina	31393044	46871
5899	Albophoma yamanashiensis	31392110	70
5900	Penicillium oxalicum	31365092	1229
5901	Heteropsylla cubana	31330822	43193
5902	Bipolaris oryzae ATCC 44560	31327767	671
5903	Leishmania tropica L590	31323415	1938
5904	Cleptes nitidulus	31323277	21456
5905	Aspergillus nidulans FGSC A4	31317499	1024
5906	Pseudogymnoascus sp. 04NY16	31316047	3120
5907	Oreina cacaliae	31306999	37340
5908	Sitodiplosis mosellana	31305931	26168
5909	Celonites abbreviatus	31303713	21771
5910	Aspergillus wentii DTO 134E9	31295010	118
5911	Gasteruption tournieri	31293343	26590
5912	Lessonia variegata	31290622	53163
5913	Geotrichum fermentans	31285368	3831
5914	Nephilengys cruentata	31274137	22383
5915	Boeckaxelia potanini	31273802	49609
5916	Plasmodium yoelii yoelii	31273355	20526
5917	Euonymus alatus	31263186	51439
5918	Channa striata	31261332	61607
5919	Pyrrhoderma noxium OVT-YTM/97	31259288	1434
5920	Penicillium expansum YT02	31251972	52
5921	Bipolaris zeicola 26-R-13	31249390	882
5922	Pinus contorta	31246361	40630
5923	Tolypocladium ophioglossoides CBS 100239	31245833	172
5924	Agaricus bisporus var. burnettii JB137-S8	31234014	2526
5925	Rhizophagus intraradices	31227383	48847
5926	Chromobacterium haemolyticum	31218605	954
5927	Prototheca wickerhamii	31215230	10069
5928	Trichoderma longibrachiatum ATCC 18648	31192646	1489
5929	Smicromyrme rufipes	31191065	31152
5930	Aspergillus lentulus	31177550	385
5931	Dorogostaiskia parasitica	31175926	50886
5932	Huntiella omanensis	31172479	6566
5933	Elisabethiella stueckenbergi	31164288	25961
5934	Acrochaetium luxurians	31160196	38564
5935	Leishmania major strain SD 75.1	31157250	891
5936	uncultured Eubacterium sp.	31156744	1693
5937	Aegiceras corniculatum	31153320	49732
5938	Ostreococcus tauri	31149259	2840
5939	Cunninghamella bertholletiae 175	31145096	883
5940	Panicum hallii var. filipes	31136936	58652
